search_id,categorical_1,categorical_2,categorical_3,categorical_4,categorical_5,categorical_6,categorical_7,categorical_8,categorical_9,categorical_10,categorical_11,categorical_12,categorical_13,categorical_14,categorical_15,categorical_16,numerical_1,numerical_2,numerical_3,numerical_4,numerical_5,numerical_6,numerical_7,numerical_8,numerical_9,numerical_10,numerical_11,numerical_12,numerical_13,numerical_14,numerical_15,numerical_16,numerical_17,numerical_18,numerical_19,numerical_20,numerical_21,numerical_22,numerical_23,numerical_24,numerical_25,numerical_26,numerical_27,numerical_28,numerical_29,numerical_30,numerical_31,numerical_32,numerical_33,numerical_34,numerical_35,numerical_36,numerical_37,numerical_38,numerical_39,numerical_40,numerical_41,numerical_42,numerical_43,numerical_44,numerical_45,numerical_46,numerical_47,numerical_48,numerical_49,numerical_50,numerical_51,numerical_52,numerical_53,numerical_54,numerical_55,numerical_56,numerical_57,numerical_58,numerical_59,numerical_60,numerical_61,numerical_62,numerical_63,click,conversion
262,7,0,0,0,7,4,25,0,5,1,1,0,0,0,1,0,0.428571,0.0,1.0,0.5,0.0,0.5,0.0,1.0,0.175325,0.14515,0.10665,0.1075,0.091025,0.0842,0.06995,0.05915,0.06895,0.076975,0.5062300000000001,0.61237,0.0,0.0,0.41902,0.0,0.0,0.0,0.125192,0.59,0.34,0.84326,0.351518,0.0,0.0,0.526334,0.327106,0.05245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265324,0.0,0.0,0.0,0.0,0.5257569999999999,0.353182,0.0777,0.277961,0.110652,0.030757,0,0,0,0.0367399999999999,0.0,0.0,0,0
137,7,0,1,0,7,4,33,6,3,0,0,0,0,0,1,0,0.0,1.0,0.0,0.4,1.0,0.6,0.0,0.0,0.0605,0.2149,0.1815,0.2771,0.0946,0.0623,0.0499,0.0119,0.0173,0.01,0.39841,0.0,0.0,0.97087,0.0,0.175228,0.2287739999999999,0.25061,0.467988,0.6,0.06,0.61463,0.862079,0.075299,0.297777,0.548832,0.712738,0.0591159999999999,0.023019,0.0,0.0,0.0,0.571328,0.005886,0.026565,1.0,0.0,0.0,0.719684,0.0,0.0,0.0,0.0050729999999999,0.500429,0.796389,0.0946,0.259947,0.939759,0.244288,0,0,0,0.98405,0.5018630000000001,0.667376,0,0
250,7,0,0,1,18,3,31,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25198,0.14844,0.1074,0.09772,0.0958,0.0827799999999999,0.06488,0.0515,0.04894,0.0355199999999999,0.0,0.0,0.0,0.0,0.0,0.162844,0.23081,0.323134,0.2622219999999999,0.6,0.11,0.01348,0.8206979999999999,0.002849,0.363699,0.64054,0.723965,0.05087,0.023093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68779,0.0,0.0,0.0,0.095011,0.406223,0.469782,0.2916,0.1892829999999999,0.562597,0.10649,0,0,0,1.0,0.4495399999999999,0.6315609999999999,0,0
263,7,0,0,0,7,4,40,0,3,1,1,0,0,0,0,0,1.0,0.5,0.0,0.666667,0.666667,0.333333,1.0,0.333333,0.4232,0.1848,0.12005,0.0694,0.0331,0.0198,0.02525,0.0435,0.05085,0.01,0.40494,0.38818,0.0,0.06534,0.2064,0.166403,0.190878,0.730341,0.382454,0.65,0.3,0.7258100000000001,0.804938,0.010591,0.206257,0.48639,0.6429739999999999,0.045489,0.022991,0.3734639999999999,0.543463,0.880876,0.0,0.006667,0.02541,0.0,0.0,0.2,0.791334,0.51673,0.5169699999999999,0.75936,0.322725,0.376506,0.570353,0.0623,0.164961,0.4162729999999999,0.068669,0,0,0,0.99629,0.0,0.0,0,0
326,7,0,0,0,7,2,47,0,4,1,1,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.165129,0.0865857,0.0859713999999999,0.0825,0.0814,0.0631714,0.0536,0.0714571,0.0657286,0.100414,0.2786599999999999,0.29488,0.0,0.37376,0.2939199999999999,0.0,0.0,0.0,0.045806,0.7,0.42,0.711,0.2696409999999999,0.0,0.0,0.5980449999999999,0.348176,0.05091,0.0,0.0,0.0,0.0,0.0,0.0,0.008859,1.0,1.0,0.0,0.108259,0.0,0.0,0.0,0.0,0.356926,0.019632,0.1272,0.230236,0.142045,0.032704,0,0,0,0.0,0.0,0.0,0,0
69,7,0,1,0,7,4,38,0,4,1,1,1,1,1,1,0,0.0,1.0,0.0,0.0,0.25,1.0,1.0,0.25,0.1461329999999999,0.158167,0.128867,0.0958,0.1049,0.0658,0.0640666999999999,0.0879333,0.0643666999999999,0.0687,0.41279,0.0,0.2182199999999999,0.93301,0.22116,0.156135,0.273179,0.360348,0.443619,0.81,0.38,0.4627699999999999,0.846117,0.061883,0.275807,0.542402,0.685192,0.059966,0.023375,0.337775,0.544836,0.693906,0.0,0.0,0.0,1.0,0.9,0.0,0.635977,0.4131,0.39316,0.58331,0.976845,0.556154,0.660751,0.1088,0.182409,0.990965,0.1807609999999999,0,0,0,1.0,0.4446489999999999,0.6628470000000001,0,0
208,7,0,0,0,7,4,28,0,3,1,1,0,0,0,0,0,0.037037,1.0,0.0,0.25,0.875,0.875,0.125,1.0,0.2299,0.138,0.1275,0.0981,0.0807,0.0697,0.0643,0.0635,0.0503,0.0629,0.0,0.0,0.0,0.0,0.0,0.136428,0.145432,0.123404,0.099951,0.74,0.25,0.28714,0.696403,0.023205,0.0885929999999999,0.553816,0.600823,0.035541,0.022824,0.245578,0.198379,0.4503279999999999,0.496911,0.0,0.007029,0.0,0.0,0.0,0.662075,0.39489,0.13924,0.38231,0.015252,0.33535,0.26794,0.138,0.22169,0.529826,0.1174569999999999,0,0,0,0.7572800000000001,0.399985,0.431351,0,0
336,7,0,0,0,7,4,25,0,3,0,1,1,1,1,1,0,1.0,0.041667,0.0,0.0,1.0,0.714286,0.0,0.857143,0.1353,0.0906,0.1261,0.3998,0.1168,0.0488,0.0133,0.0221,0.017,0.01,0.12194,0.24254,0.0,0.39408,0.0,0.0,0.0,0.0,0.17144,0.69,0.28,0.14346,0.726757,0.00656,0.141122,0.515259,0.486566,0.0456779999999999,0.022906,0.0,0.0,0.0,0.270344,0.00927,0.013636,1.0,1.0,0.0,0.5634600000000001,0.0,0.0,0.0,0.001821,0.405165,0.4490159999999999,0.0906,0.218001,0.4366779999999999,0.095196,0,0,0,0.65485,0.0,0.0,0,0
8,7,0,4,1,18,4,26,0,0,1,0,0,0,0,1,0,1.0,0.666667,0.0,1.0,0.4,0.0,0.0,0.0,0.01,0.0149,0.0116,0.4146,0.1039,0.1549,0.0689,0.0344,0.025,0.01,0.3344,0.41833,0.0,0.62126,0.14331,0.1124069999999999,0.0,0.127458,0.051487,0.64,0.15,0.75684,0.337943,0.0259839999999999,0.0,0.5294439999999999,0.289396,0.0415279999999999,0.0,0.35167,0.279765,0.279765,0.0,0.0,0.0,0.0,0.0,0.0,0.5040140000000001,0.358,0.0182,0.4321,0.938025,0.256809,0.036744,0.1447,0.1570869999999999,0.128611,0.020203,0,0,0,0.14617,0.3211449999999999,0.335208,0,0
395,7,0,5,0,7,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25649,0.24944,0.0,0.73602,0.0,0.105263,0.0,0.157895,0.048306,0.64,0.15,0.05211,0.640001,0.0056939999999999,0.020253,0.599216,0.512656,0.0415279999999999,0.022771,0.2509659999999999,0.699783,0.699783,0.096139,0.0,0.0,0.0,0.0,0.0,0.2241119999999999,0.3214599999999999,0.08956,0.37356,0.077415,0.2416469999999999,0.125822,0.0,0.205957,0.443527,0.091347,0,0,0,0.0730799999999999,0.332356,0.345,0,0
176,7,3,0,0,7,4,34,7,4,0,1,0,0,0,0,0,1.0,0.0,0.0,0.130435,0.0,1.0,0.2173909999999999,0.173913,0.1555,0.1636,0.1562,0.0757,0.0209,0.0739,0.1306,0.083,0.1108,0.01,0.59582,0.62017,0.0,0.07532,0.18862,0.185391,0.187273,0.415392,0.2975219999999999,0.68,0.36,0.17536,0.778193,0.009658,0.227848,0.734716,0.684004,0.061424,0.022985,0.4026869999999999,0.764257,0.764257,0.7188329999999999,0.006093,0.0,0.0,0.0,0.0,0.737853,0.4732699999999999,0.21665,0.67671,0.953305,0.608721,0.743522,0.1636,0.292835,0.859359,0.251651,0,0,0,0.99999,0.565388,0.656389,0,0
325,7,2,0,0,7,4,26,5,4,0,0,1,0,1,1,0,0.0,1.0,0.0,0.666667,1.0,0.0,0.333333,0.333333,0.4981399999999999,0.12766,0.08392,0.04906,0.05168,0.02318,0.03284,0.01824,0.01208,0.01,0.2715599999999999,0.28868,0.0,0.8704,0.0,0.095607,0.151169,0.181402,0.155792,0.76,0.26,0.16457,0.770908,0.004811,0.10742,0.625839,0.600526,0.037859,0.022906,0.226796,0.292713,0.5133979999999999,0.093025,0.0,0.005447,1.0,0.0,0.0,0.536523,0.2091,0.05067,0.20842,0.7369899999999999,0.27775,0.229253,0.5014,0.145521,0.822105,0.1196329999999999,0,0,0,0.6915600000000001,0.253695,0.438833,0,0
155,7,0,0,0,7,4,25,3,4,1,1,1,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.785714,1.0,0.0714289999999999,0.3245,0.15175,0.14025,0.09315,0.0731,0.0606,0.04835,0.03845,0.0293,0.0254,0.3669,0.0,0.0,0.70103,0.0,0.125453,0.0,0.532253,0.150529,0.74,0.22,0.44042,0.711504,0.004765,0.0,0.578221,0.5320060000000001,0.0415279999999999,0.022771,0.339622,0.277871,0.729809,0.0,0.0,0.009393,1.0,0.0,0.0,0.645938,0.4572,0.19214,0.58715,0.033428,0.286941,0.0816,0.1159999999999999,0.158001,0.329399,0.052045,0,0,0,0.93395,0.363454,0.416793,0,0
256,7,0,4,1,18,4,30,6,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,1.0,0.401925,0.0628,0.053775,0.0696,0.076375,0.0533,0.038875,0.050825,0.021775,0.01,0.36727,0.0,0.0,0.8806,0.0,0.105863,0.146805,0.088083,0.236357,0.65,0.45,0.0186099999999999,0.811029,0.005225,0.104498,0.476996,0.581494,0.02996,0.022937,0.179101,0.26098,0.402784,0.195067,0.0,0.0,0.0,0.0,0.0,0.499855,0.18481,0.04828,0.14295,0.0063659999999999,0.1890339999999999,0.11108,0.6998,0.1340039999999999,0.778383,0.104306,0,0,0,0.62716,0.0,0.0,0,0
257,7,0,0,1,18,4,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24229,0.27735,0.44721,0.97541,0.0,0.080582,0.0,0.0,0.099471,0.62,0.22,0.55589,0.681484,0.048336,0.0,0.516867,0.369734,0.040317,0.022878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217275,0.0,0.0,0.0,0.041003,0.251988,0.2114059999999999,0.0,0.188114,0.634145,0.119291,0,0,0,0.0367399999999999,0.0,0.0,0,0
36,7,1,0,1,18,4,31,5,1,1,0,0,0,0,0,0,1.0,0.125,0.0,1.0,0.6,0.2,0.0,0.0,0.5987,0.086375,0.076075,0.04215,0.08875,0.032325,0.016775,0.0163,0.012575,0.01,0.29784,0.0,0.0,0.7098800000000001,0.33333,0.220315,0.157368,0.5171640000000001,0.6258560000000001,0.64,0.41,0.3171199999999999,0.653193,0.0033829999999999,0.265832,0.528172,0.525729,0.062565,0.022888,0.5617880000000001,0.8403579999999999,0.8403579999999999,0.661083,0.0,0.0,0.0,0.0,0.0,0.755729,0.50943,0.24113,0.80455,0.943338,0.561945,0.394896,0.0455,0.27394,0.957516,0.262302,0,0,0,0.99977,0.6251220000000001,0.68083,0,0
44,7,0,0,0,7,4,31,4,3,1,0,0,0,0,0,0,0.046154,1.0,0.076923,0.0,1.0,1.0,0.0,0.0,0.272567,0.138011,0.107156,0.0831667,0.0916222,0.0708666999999999,0.0589778,0.0539889,0.0540444,0.0544556,0.4159899999999999,0.41703,0.54772,0.4109,0.28354,0.0,0.0,0.0,0.0,0.47,0.08,0.45652,0.0,0.0,0.0,0.0,0.2122239999999999,0.036862,0.0,0.0,0.0,0.0,0.0,0.0,0.006598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0742,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0
110,7,0,0,1,18,4,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36843,0.4382399999999999,0.55902,0.37043,0.36269,0.0,0.0,0.0,0.101183,0.7,0.17,0.01206,0.6884279999999999,0.000666,0.0,0.5920479999999999,0.564226,0.041397,0.022775,0.0,0.0,0.0,0.293756,0.0,0.0,0.0,0.0,0.0,0.329342,0.0,0.0,0.0,0.0,0.376913,0.49455,0.0,0.2692739999999999,0.557507,0.150122,0,0,0,0.31011,0.0,0.0,0,0
208,7,0,0,0,7,4,28,0,3,0,1,0,0,0,0,0,0.037037,1.0,0.0,0.25,0.875,0.875,0.125,1.0,0.2299,0.138,0.1275,0.0981,0.0807,0.0697,0.0643,0.0635,0.0503,0.0629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263324,0.7,0.06,0.35302,0.411227,0.0116099999999999,0.119387,0.4791,0.602969,0.0599769999999999,0.022824,0.4452899999999999,0.295684,0.904361,0.6032609999999999,0.0,0.0,0.0,0.0,0.0,0.6591319999999999,0.51498,0.18616,0.8327700000000001,0.777017,0.5994470000000001,0.244984,0.2299,0.3256969999999999,0.479333,0.156117,0,0,0,0.94985,0.0,0.0,0,0
72,7,0,0,0,7,4,26,6,3,1,0,0,0,0,1,0,0.933333,0.0,1.0,0.0,0.4,1.0,0.2,0.2,0.1603,0.0966,0.0693,0.0708,0.0642,0.1604,0.1419,0.1119999999999999,0.0668,0.0424,0.5403,0.5645600000000001,0.66667,0.13876,0.49783,0.219433,0.098134,0.276172,0.28139,0.66,0.35,0.20051,0.478163,0.020865,0.035091,0.60206,0.383212,0.059751,0.022771,0.415963,0.162574,0.664909,0.209167,0.0,0.000814,0.0,0.0,0.0,0.528464,0.56506,0.10174,0.64717,0.062208,0.511303,0.80748,0.0966,0.246098,0.3158289999999999,0.077725,0,0,0,0.59107,0.6248560000000001,0.45055,0,0
275,7,0,0,0,7,4,36,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.333333,1.0,0.0,0.0,0.26825,0.14,0.100575,0.07165,0.07605,0.07035,0.058825,0.0705,0.066675,0.061875,0.30075,0.305,0.0,0.8128,0.0,0.0,0.0,0.0,0.0,0.6,0.45,0.0,0.0,0.0,0.0,0.0,0.249667,0.034589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0926,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0
262,7,0,0,0,7,4,25,0,5,1,1,1,0,0,1,0,0.428571,0.0,1.0,0.5,0.0,0.5,0.0,1.0,0.175325,0.14515,0.10665,0.1075,0.091025,0.0842,0.06995,0.05915,0.06895,0.076975,0.5062300000000001,0.61237,0.0,0.0,0.41902,0.0,0.0,0.0,0.060957,0.69,0.18,0.4017,0.0,0.0,0.0,0.372131,0.304274,0.037856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3358219999999999,0.141784,0.1202,0.200511,0.200115,0.040125,0,0,0,0.0,0.0,0.0,0,0
325,7,2,0,0,7,4,26,5,4,0,0,0,0,0,1,0,0.0,1.0,0.0,0.666667,1.0,0.0,0.333333,0.333333,0.4981399999999999,0.12766,0.08392,0.04906,0.05168,0.02318,0.03284,0.01824,0.01208,0.01,0.2715599999999999,0.28868,0.0,0.8704,0.0,0.189406,0.118378,0.0710269999999999,0.190701,0.64,0.0,0.65327,0.634285,0.011559,0.137253,0.6154229999999999,0.529258,0.050259,0.022824,0.0,0.0,0.0,0.599275,0.0,0.001829,0.0,0.0,0.0,0.644169,0.0,0.0,0.0,0.000544,0.5739029999999999,0.489581,0.0203,0.2515489999999999,0.672652,0.169205,0,0,0,0.49742,0.0,0.0,0,0
146,7,0,0,1,18,4,28,0,2,0,1,1,0,0,0,0,0.6,1.0,0.4,1.0,1.0,1.0,0.0,0.0,0.2739,0.11425,0.14735,0.07835,0.0768,0.0575,0.0628,0.06125,0.0517,0.0609,0.32009,0.0,0.0,0.93573,0.2251699999999999,0.176844,0.0,0.16571,0.126627,0.55,0.31,0.0108,0.5584140000000001,0.009679,0.080422,0.528939,0.54987,0.045489,0.022824,0.382134,0.587881,0.587881,0.284417,0.015712,0.022943,1.0,0.0,0.0,0.393542,0.4067699999999999,0.14354,0.50056,0.134108,0.366807,0.523767,0.2299,0.277393,0.686391,0.1904,0,0,0,0.21288,0.119139,0.2406039999999999,0,0
360,7,0,0,1,18,4,26,0,0,1,0,0,0,0,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.107525,0.091125,0.1296,0.09115,0.098175,0.0941,0.09445,0.0803,0.10175,0.09665,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.77,0.17,0.36074,0.0,0.0,0.0,0.537587,0.314596,0.038368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295238,0.119394,0.0,0.15693,0.539588,0.084677,0,0,0,0.0,0.0,0.0,0,0
407,7,0,0,0,7,4,29,0,3,1,0,0,0,0,1,0,0.0,1.0,0.0,0.166667,1.0,0.0,0.333333,0.166667,0.11218,0.10417,0.10019,0.08102,0.08882,0.09846,0.09405,0.09686,0.09996,0.10912,0.0,0.0,0.0,0.0,0.0,0.0795559999999999,0.5625439999999999,0.496825,0.137917,0.69,0.31,0.18123,0.711972,0.005978,0.023499,0.656836,0.504996,0.039776,0.022831,0.0,0.0,0.0,0.024225,0.0,0.0,0.0,0.0,0.0,0.408543,0.0,0.0,0.0,0.544502,0.4319449999999999,0.080788,0.1175,0.1060079999999999,0.4336689999999999,0.045973,0,0,0,0.1086599999999999,0.0,0.0,0,0
185,7,0,0,0,7,4,25,0,3,0,0,0,0,0,1,0,0.5,0.166667,1.0,0.666667,0.333333,1.0,0.333333,0.0,0.247433,0.134433,0.135433,0.093,0.0689666999999999,0.0622333,0.0578666999999999,0.0543,0.0598666999999999,0.0712333,0.35298,0.36972,0.40825,0.38877,0.22857,0.240192,0.438529,0.372104,0.448377,0.56,0.0,0.39239,0.347859,0.0,0.0,0.43648,0.481008,0.074507,0.022824,0.288085,0.555064,0.555064,0.0,0.044694,0.0465779999999999,0.0,0.0,0.0,0.2365469999999999,0.3785199999999999,0.10343,0.29311,0.658846,0.611138,0.56287,0.0641,0.343732,0.522821,0.1797099999999999,0,0,0,0.0367399999999999,0.687711,0.730701,0,0
395,7,0,5,0,7,4,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25649,0.24944,0.0,0.73602,0.0,0.220735,0.0,0.25029,0.350495,0.66,0.26,0.79486,0.34376,0.0,0.0,0.574304,0.329282,0.074928,0.0,0.4745,0.65447,0.65447,0.263044,0.0,0.0,0.0,0.0,0.0,0.287269,0.53492,0.09349,0.61279,0.3406949999999999,0.6803130000000001,0.192924,0.0,0.27912,0.29966,0.083641,0,0,0,0.21619,0.662474,0.413355,0,0
